lemma,features
gagama'bafacaba,"puma,verb,optative,progressive,present,1ps"
gagama'bafacaca,"puma,verb,optative,progressive,future,1ps"
gagama'bafacada,"puma,verb,optative,progressive,past,1pp"
gagama'bafacafa,"puma,verb,optative,progressive,past,2pp"
gagama'bafacaga,"puma,verb,optative,progressive,past,3pp"
gagama'bagaba,"puma,verb,jussive,imperfective,past,1ps"
gagama'bagaca,"puma,verb,jussive,progressive,past,1ps"
gagama'bagada,"puma,verb,jussive,habitual,past,1ps"
gagama'bagafa,"puma,verb,jussive,frequentative,past,1ps"
gagama'bagaga,"puma,verb,jussive,iterative,past,1ps"
gagama'bagababa,"puma,verb,jussive,imperfective,present,1ps"
gagama'bagabaca,"puma,verb,jussive,imperfective,future,1ps"
gagama'bagabada,"puma,verb,jussive,imperfective,past,1pp"
gagama'bagabafa,"puma,verb,jussive,imperfective,past,2pp"
gagama'bagabaga,"puma,verb,jussive,imperfective,past,3pp"
gagama'bagacaba,"puma,verb,jussive,progressive,present,1ps"
gagama'bagacaca,"puma,verb,jussive,progressive,future,1ps"
gagama'bagacada,"puma,verb,jussive,progressive,past,1pp"
gagama'bagacafa,"puma,verb,jussive,progressive,past,2pp"
gagama'bagacaga,"puma,verb,jussive,progressive,past,3pp"
gagama'bababababa,"puma,verb,subjunctive,imperfective,present,2ps"
gagama'babababaca,"puma,verb,subjunctive,imperfective,present,3ps"
gagama'babababada,"puma,verb,subjunctive,imperfective,present,1pp"
gagama'babababafa,"puma,verb,subjunctive,imperfective,present,2pp"
gagama'babababaga,"puma,verb,subjunctive,imperfective,present,3pp"
gagama'bababacaba,"puma,verb,subjunctive,imperfective,future,2ps"
gagama'bababacaca,"puma,verb,subjunctive,imperfective,future,3ps"
gagama'bababacada,"puma,verb,subjunctive,imperfective,future,1pp"
gagama'bababacafa,"puma,verb,subjunctive,imperfective,future,2pp"
gagama'bababacaga,"puma,verb,subjunctive,imperfective,future,3pp"
gagama'babacababa,"puma,verb,subjunctive,progressive,present,2ps"
gagama'babacabaca,"puma,verb,subjunctive,progressive,present,3ps"
gagama'babacabada,"puma,verb,subjunctive,progressive,present,1pp"
gagama'babacabafa,"puma,verb,subjunctive,progressive,present,2pp"
gagama'babacabaga,"puma,verb,subjunctive,progressive,present,3pp"
gagama'babacacaba,"puma,verb,subjunctive,progressive,future,2ps"
gagama'babacacaca,"puma,verb,subjunctive,progressive,future,3ps"
gagama'babacacada,"puma,verb,subjunctive,progressive,future,1pp"
gagama'babacacafa,"puma,verb,subjunctive,progressive,future,2pp"
gagama'babacacaga,"puma,verb,subjunctive,progressive,future,3pp"
gagama'babadaba,"puma,verb,subjunctive,habitual,present,1ps"
gagama'babadaca,"puma,verb,subjunctive,habitual,future,1ps"
gagama'babadada,"puma,verb,subjunctive,habitual,past,1pp"
gagama'babadafa,"puma,verb,subjunctive,habitual,past,2pp"
gagama'babadaga,"puma,verb,subjunctive,habitual,past,3pp"
gagama'babadababa,"puma,verb,subjunctive,habitual,present,2ps"
gagama'babadabaca,"puma,verb,subjunctive,habitual,present,3ps"
gagama'babadabada,"puma,verb,subjunctive,habitual,present,1pp"
gagama'babadabafa,"puma,verb,subjunctive,habitual,present,2pp"
gagama'babadabaga,"puma,verb,subjunctive,habitual,present,3pp"
gagama'babadacaba,"puma,verb,subjunctive,habitual,future,2ps"
gagama'babadacaca,"puma,verb,subjunctive,habitual,future,3ps"
gagama'babadacada,"puma,verb,subjunctive,habitual,future,1pp"
gagama'babadacafa,"puma,verb,subjunctive,habitual,future,2pp"
gagama'babadacaga,"puma,verb,subjunctive,habitual,future,3pp"
gagama'babafaba,"puma,verb,subjunctive,frequentative,present,1ps"
gagama'babafaca,"puma,verb,subjunctive,frequentative,future,1ps"
gagama'babafada,"puma,verb,subjunctive,frequentative,past,1pp"
gagama'babafafa,"puma,verb,subjunctive,frequentative,past,2pp"
gagama'babafaga,"puma,verb,subjunctive,frequentative,past,3pp"
gagama'babafababa,"puma,verb,subjunctive,frequentative,present,2ps"
gagama'babafabaca,"puma,verb,subjunctive,frequentative,present,3ps"
gagama'babafabada,"puma,verb,subjunctive,frequentative,present,1pp"
gagama'babafabafa,"puma,verb,subjunctive,frequentative,present,2pp"
gagama'babafabaga,"puma,verb,subjunctive,frequentative,present,3pp"
gagama'babafacaba,"puma,verb,subjunctive,frequentative,future,2ps"
gagama'babafacaca,"puma,verb,subjunctive,frequentative,future,3ps"
gagama'babafacada,"puma,verb,subjunctive,frequentative,future,1pp"
gagama'babafacafa,"puma,verb,subjunctive,frequentative,future,2pp"
gagama'babafacaga,"puma,verb,subjunctive,frequentative,future,3pp"
gagama'babagaba,"puma,verb,subjunctive,iterative,present,1ps"
gagama'babagaca,"puma,verb,subjunctive,iterative,future,1ps"
gagama'babagada,"puma,verb,subjunctive,iterative,past,1pp"
gagama'babagafa,"puma,verb,subjunctive,iterative,past,2pp"
gagama'babagaga,"puma,verb,subjunctive,iterative,past,3pp"
gagama'babagababa,"puma,verb,subjunctive,iterative,present,2ps"
gagama'babagabaca,"puma,verb,subjunctive,iterative,present,3ps"
gagama'babagabada,"puma,verb,subjunctive,iterative,present,1pp"
gagama'babagabafa,"puma,verb,subjunctive,iterative,present,2pp"
gagama'babagabaga,"puma,verb,subjunctive,iterative,present,3pp"
gagama'babagacaba,"puma,verb,subjunctive,iterative,future,2ps"
gagama'babagacaca,"puma,verb,subjunctive,iterative,future,3ps"
gagama'babagacada,"puma,verb,subjunctive,iterative,future,1pp"
gagama'babagacafa,"puma,verb,subjunctive,iterative,future,2pp"
gagama'babagacaga,"puma,verb,subjunctive,iterative,future,3pp"
gagama'bacabababa,"puma,verb,imperative,imperfective,present,2ps"
gagama'bacababaca,"puma,verb,imperative,imperfective,present,3ps"
gagama'bacababada,"puma,verb,imperative,imperfective,present,1pp"
gagama'bacababafa,"puma,verb,imperative,imperfective,present,2pp"
gagama'bacababaga,"puma,verb,imperative,imperfective,present,3pp"
gagama'bacabacaba,"puma,verb,imperative,imperfective,future,2ps"
gagama'bacabacaca,"puma,verb,imperative,imperfective,future,3ps"
gagama'bacabacada,"puma,verb,imperative,imperfective,future,1pp"
gagama'bacabacafa,"puma,verb,imperative,imperfective,future,2pp"
gagama'bacabacaga,"puma,verb,imperative,imperfective,future,3pp"
gagama'bacacababa,"puma,verb,imperative,progressive,present,2ps"
gagama'bacacabaca,"puma,verb,imperative,progressive,present,3ps"
gagama'bacacabada,"puma,verb,imperative,progressive,present,1pp"
gagama'bacacabafa,"puma,verb,imperative,progressive,present,2pp"
gagama'bacacabaga,"puma,verb,imperative,progressive,present,3pp"
gagama'bacacacaba,"puma,verb,imperative,progressive,future,2ps"
gagama'bacacacaca,"puma,verb,imperative,progressive,future,3ps"
gagama'bacacacada,"puma,verb,imperative,progressive,future,1pp"
gagama'bacacacafa,"puma,verb,imperative,progressive,future,2pp"
gagama'bacacacaga,"puma,verb,imperative,progressive,future,3pp"
gagama'bacadaba,"puma,verb,imperative,habitual,present,1ps"
gagama'bacadaca,"puma,verb,imperative,habitual,future,1ps"
gagama'bacadada,"puma,verb,imperative,habitual,past,1pp"
gagama'bacadafa,"puma,verb,imperative,habitual,past,2pp"
gagama'bacadaga,"puma,verb,imperative,habitual,past,3pp"
gagama'bacadababa,"puma,verb,imperative,habitual,present,2ps"
gagama'bacadabaca,"puma,verb,imperative,habitual,present,3ps"
gagama'bacadabada,"puma,verb,imperative,habitual,present,1pp"
gagama'bacadabafa,"puma,verb,imperative,habitual,present,2pp"
gagama'bacadabaga,"puma,verb,imperative,habitual,present,3pp"
gagama'bacadacaba,"puma,verb,imperative,habitual,future,2ps"
gagama'bacadacaca,"puma,verb,imperative,habitual,future,3ps"
gagama'bacadacada,"puma,verb,imperative,habitual,future,1pp"
gagama'bacadacafa,"puma,verb,imperative,habitual,future,2pp"
gagama'bacadacaga,"puma,verb,imperative,habitual,future,3pp"
gagama'bacafaba,"puma,verb,imperative,frequentative,present,1ps"
gagama'bacafaca,"puma,verb,imperative,frequentative,future,1ps"
gagama'bacafada,"puma,verb,imperative,frequentative,past,1pp"
gagama'bacafafa,"puma,verb,imperative,frequentative,past,2pp"
gagama'bacafaga,"puma,verb,imperative,frequentative,past,3pp"
gagama'bacafababa,"puma,verb,imperative,frequentative,present,2ps"
gagama'bacafabaca,"puma,verb,imperative,frequentative,present,3ps"
gagama'bacafabada,"puma,verb,imperative,frequentative,present,1pp"
gagama'bacafabafa,"puma,verb,imperative,frequentative,present,2pp"
gagama'bacafabaga,"puma,verb,imperative,frequentative,present,3pp"
gagama'bacafacaba,"puma,verb,imperative,frequentative,future,2ps"
gagama'bacafacaca,"puma,verb,imperative,frequentative,future,3ps"
gagama'bacafacada,"puma,verb,imperative,frequentative,future,1pp"
gagama'bacafacafa,"puma,verb,imperative,frequentative,future,2pp"
gagama'bacafacaga,"puma,verb,imperative,frequentative,future,3pp"
gagama'bacagaba,"puma,verb,imperative,iterative,present,1ps"
gagama'bacagaca,"puma,verb,imperative,iterative,future,1ps"
gagama'bacagada,"puma,verb,imperative,iterative,past,1pp"
gagama'bacagafa,"puma,verb,imperative,iterative,past,2pp"
gagama'bacagaga,"puma,verb,imperative,iterative,past,3pp"
gagama'bacagababa,"puma,verb,imperative,iterative,present,2ps"
gagama'bacagabaca,"puma,verb,imperative,iterative,present,3ps"
gagama'bacagabada,"puma,verb,imperative,iterative,present,1pp"
gagama'bacagabafa,"puma,verb,imperative,iterative,present,2pp"
gagama'bacagabaga,"puma,verb,imperative,iterative,present,3pp"
gagama'bacagacaba,"puma,verb,imperative,iterative,future,2ps"
gagama'bacagacaca,"puma,verb,imperative,iterative,future,3ps"
gagama'bacagacada,"puma,verb,imperative,iterative,future,1pp"
gagama'bacagacafa,"puma,verb,imperative,iterative,future,2pp"
gagama'bacagacaga,"puma,verb,imperative,iterative,future,3pp"
gagama'badabababa,"puma,verb,conditional,imperfective,present,2ps"
gagama'badababaca,"puma,verb,conditional,imperfective,present,3ps"
gagama'badababada,"puma,verb,conditional,imperfective,present,1pp"
gagama'badababafa,"puma,verb,conditional,imperfective,present,2pp"
gagama'badababaga,"puma,verb,conditional,imperfective,present,3pp"
gagama'badabacaba,"puma,verb,conditional,imperfective,future,2ps"
gagama'badabacaca,"puma,verb,conditional,imperfective,future,3ps"
gagama'badabacada,"puma,verb,conditional,imperfective,future,1pp"
gagama'badabacafa,"puma,verb,conditional,imperfective,future,2pp"
gagama'badabacaga,"puma,verb,conditional,imperfective,future,3pp"
gagama'badacababa,"puma,verb,conditional,progressive,present,2ps"
gagama'badacabaca,"puma,verb,conditional,progressive,present,3ps"
gagama'badacabada,"puma,verb,conditional,progressive,present,1pp"
gagama'badacabafa,"puma,verb,conditional,progressive,present,2pp"
gagama'badacabaga,"puma,verb,conditional,progressive,present,3pp"
gagama'badacacaba,"puma,verb,conditional,progressive,future,2ps"
gagama'badacacaca,"puma,verb,conditional,progressive,future,3ps"
gagama'badacacada,"puma,verb,conditional,progressive,future,1pp"
gagama'badacacafa,"puma,verb,conditional,progressive,future,2pp"
gagama'badacacaga,"puma,verb,conditional,progressive,future,3pp"
gagama'badadaba,"puma,verb,conditional,habitual,present,1ps"
gagama'badadaca,"puma,verb,conditional,habitual,future,1ps"
gagama'badadada,"puma,verb,conditional,habitual,past,1pp"
gagama'badadafa,"puma,verb,conditional,habitual,past,2pp"
gagama'badadaga,"puma,verb,conditional,habitual,past,3pp"
gagama'badadababa,"puma,verb,conditional,habitual,present,2ps"
gagama'badadabaca,"puma,verb,conditional,habitual,present,3ps"
gagama'badadabada,"puma,verb,conditional,habitual,present,1pp"
gagama'badadabafa,"puma,verb,conditional,habitual,present,2pp"
gagama'badadabaga,"puma,verb,conditional,habitual,present,3pp"
gagama'badadacaba,"puma,verb,conditional,habitual,future,2ps"
gagama'badadacaca,"puma,verb,conditional,habitual,future,3ps"
gagama'badadacada,"puma,verb,conditional,habitual,future,1pp"
gagama'badadacafa,"puma,verb,conditional,habitual,future,2pp"
gagama'badadacaga,"puma,verb,conditional,habitual,future,3pp"
gagama'badafaba,"puma,verb,conditional,frequentative,present,1ps"
gagama'badafaca,"puma,verb,conditional,frequentative,future,1ps"
gagama'badafada,"puma,verb,conditional,frequentative,past,1pp"
gagama'badafafa,"puma,verb,conditional,frequentative,past,2pp"
gagama'badafaga,"puma,verb,conditional,frequentative,past,3pp"
gagama'badafababa,"puma,verb,conditional,frequentative,present,2ps"
gagama'badafabaca,"puma,verb,conditional,frequentative,present,3ps"
gagama'badafabada,"puma,verb,conditional,frequentative,present,1pp"
gagama'badafabafa,"puma,verb,conditional,frequentative,present,2pp"
gagama'badafabaga,"puma,verb,conditional,frequentative,present,3pp"
gagama'badafacaba,"puma,verb,conditional,frequentative,future,2ps"
gagama'badafacaca,"puma,verb,conditional,frequentative,future,3ps"
gagama'badafacada,"puma,verb,conditional,frequentative,future,1pp"
gagama'badafacafa,"puma,verb,conditional,frequentative,future,2pp"
gagama'badafacaga,"puma,verb,conditional,frequentative,future,3pp"
gagama'badagaba,"puma,verb,conditional,iterative,present,1ps"
gagama'badagaca,"puma,verb,conditional,iterative,future,1ps"
gagama'badagada,"puma,verb,conditional,iterative,past,1pp"
gagama'badagafa,"puma,verb,conditional,iterative,past,2pp"
gagama'badagaga,"puma,verb,conditional,iterative,past,3pp"
gagama'badagababa,"puma,verb,conditional,iterative,present,2ps"
gagama'badagabaca,"puma,verb,conditional,iterative,present,3ps"
gagama'badagabada,"puma,verb,conditional,iterative,present,1pp"
gagama'badagabafa,"puma,verb,conditional,iterative,present,2pp"
gagama'badagabaga,"puma,verb,conditional,iterative,present,3pp"
gagama'badagacaba,"puma,verb,conditional,iterative,future,2ps"
gagama'badagacaca,"puma,verb,conditional,iterative,future,3ps"
gagama'badagacada,"puma,verb,conditional,iterative,future,1pp"
gagama'badagacafa,"puma,verb,conditional,iterative,future,2pp"
gagama'badagacaga,"puma,verb,conditional,iterative,future,3pp"
gagama'bafabababa,"puma,verb,optative,imperfective,present,2ps"
gagama'bafababaca,"puma,verb,optative,imperfective,present,3ps"
gagama'bafababada,"puma,verb,optative,imperfective,present,1pp"
gagama'bafababafa,"puma,verb,optative,imperfective,present,2pp"
gagama'bafababaga,"puma,verb,optative,imperfective,present,3pp"
gagama'bafabacaba,"puma,verb,optative,imperfective,future,2ps"
gagama'bafabacaca,"puma,verb,optative,imperfective,future,3ps"
gagama'bafabacada,"puma,verb,optative,imperfective,future,1pp"
gagama'bafabacafa,"puma,verb,optative,imperfective,future,2pp"
gagama'bafabacaga,"puma,verb,optative,imperfective,future,3pp"
gagama'bafacababa,"puma,verb,optative,progressive,present,2ps"
gagama'bafacabaca,"puma,verb,optative,progressive,present,3ps"
gagama'bafacabada,"puma,verb,optative,progressive,present,1pp"
gagama'bafacabafa,"puma,verb,optative,progressive,present,2pp"
gagama'bafacabaga,"puma,verb,optative,progressive,present,3pp"
gagama'bafacacaba,"puma,verb,optative,progressive,future,2ps"
gagama'bafacacaca,"puma,verb,optative,progressive,future,3ps"
gagama'bafacacada,"puma,verb,optative,progressive,future,1pp"
gagama'bafacacafa,"puma,verb,optative,progressive,future,2pp"
gagama'bafacacaga,"puma,verb,optative,progressive,future,3pp"
gagama'bafadaba,"puma,verb,optative,habitual,present,1ps"
gagama'bafadaca,"puma,verb,optative,habitual,future,1ps"
gagama'bafadada,"puma,verb,optative,habitual,past,1pp"
gagama'bafadafa,"puma,verb,optative,habitual,past,2pp"
gagama'bafadaga,"puma,verb,optative,habitual,past,3pp"
gagama'bafadababa,"puma,verb,optative,habitual,present,2ps"
gagama'bafadabaca,"puma,verb,optative,habitual,present,3ps"
gagama'bafadabada,"puma,verb,optative,habitual,present,1pp"
gagama'bafadabafa,"puma,verb,optative,habitual,present,2pp"
gagama'bafadabaga,"puma,verb,optative,habitual,present,3pp"
gagama'bafadacaba,"puma,verb,optative,habitual,future,2ps"
gagama'bafadacaca,"puma,verb,optative,habitual,future,3ps"
gagama'bafadacada,"puma,verb,optative,habitual,future,1pp"
gagama'bafadacafa,"puma,verb,optative,habitual,future,2pp"
gagama'bafadacaga,"puma,verb,optative,habitual,future,3pp"
gagama'bafafaba,"puma,verb,optative,frequentative,present,1ps"
gagama'bafafaca,"puma,verb,optative,frequentative,future,1ps"
gagama'bafafada,"puma,verb,optative,frequentative,past,1pp"
gagama'bafafafa,"puma,verb,optative,frequentative,past,2pp"
gagama'bafafaga,"puma,verb,optative,frequentative,past,3pp"
gagama'bafafababa,"puma,verb,optative,frequentative,present,2ps"
gagama'bafafabaca,"puma,verb,optative,frequentative,present,3ps"
gagama'bafafabada,"puma,verb,optative,frequentative,present,1pp"
gagama'bafafabafa,"puma,verb,optative,frequentative,present,2pp"
gagama'bafafabaga,"puma,verb,optative,frequentative,present,3pp"
gagama'bafafacaba,"puma,verb,optative,frequentative,future,2ps"
gagama'bafafacaca,"puma,verb,optative,frequentative,future,3ps"
gagama'bafafacada,"puma,verb,optative,frequentative,future,1pp"
gagama'bafafacafa,"puma,verb,optative,frequentative,future,2pp"
gagama'bafafacaga,"puma,verb,optative,frequentative,future,3pp"
gagama'bafagaba,"puma,verb,optative,iterative,present,1ps"
gagama'bafagaca,"puma,verb,optative,iterative,future,1ps"
gagama'bafagada,"puma,verb,optative,iterative,past,1pp"
gagama'bafagafa,"puma,verb,optative,iterative,past,2pp"
gagama'bafagaga,"puma,verb,optative,iterative,past,3pp"
gagama'bafagababa,"puma,verb,optative,iterative,present,2ps"
gagama'bafagabaca,"puma,verb,optative,iterative,present,3ps"
gagama'bafagabada,"puma,verb,optative,iterative,present,1pp"
gagama'bafagabafa,"puma,verb,optative,iterative,present,2pp"
gagama'bafagabaga,"puma,verb,optative,iterative,present,3pp"
gagama'bafagacaba,"puma,verb,optative,iterative,future,2ps"
gagama'bafagacaca,"puma,verb,optative,iterative,future,3ps"
gagama'bafagacada,"puma,verb,optative,iterative,future,1pp"
gagama'bafagacafa,"puma,verb,optative,iterative,future,2pp"
gagama'bafagacaga,"puma,verb,optative,iterative,future,3pp"
gagama'bagabababa,"puma,verb,jussive,imperfective,present,2ps"
gagama'bagababaca,"puma,verb,jussive,imperfective,present,3ps"
gagama'bagababada,"puma,verb,jussive,imperfective,present,1pp"
gagama'bagababafa,"puma,verb,jussive,imperfective,present,2pp"
gagama'bagababaga,"puma,verb,jussive,imperfective,present,3pp"
gagama'bagabacaba,"puma,verb,jussive,imperfective,future,2ps"
gagama'bagabacaca,"puma,verb,jussive,imperfective,future,3ps"
gagama'bagabacada,"puma,verb,jussive,imperfective,future,1pp"
gagama'bagabacafa,"puma,verb,jussive,imperfective,future,2pp"
gagama'bagabacaga,"puma,verb,jussive,imperfective,future,3pp"
gagama'bagacababa,"puma,verb,jussive,progressive,present,2ps"
gagama'bagacabaca,"puma,verb,jussive,progressive,present,3ps"
gagama'bagacabada,"puma,verb,jussive,progressive,present,1pp"
